Country,Code,Product,Rank,Amount
PAPUA NEW GUINEA,PNG,M8 - MEDICAL AND SCIENTIFIC INSTRUM,7,1
PAPUA NEW GUINEA,PNG,G2 - FOOTWEAR OF LEATHER,8,1
PAPUA NEW GUINEA,PNG,N6 - INDL. MACHNRY FOR DAIRY ETC,9,1
PAPUA NEW GUINEA,PNG,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,10,1
PARAGUAY,PRY,L3 - IRON AND STEEL,1,55
PARAGUAY,PRY,H9 - AGRO CHEMICALS,2,27
PARAGUAY,PRY,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,16
PARAGUAY,PRY,O5 - MOTOR VEHICLE/CARS,4,15
PARAGUAY,PRY,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",5,9
PARAGUAY,PRY,K8 - PLASTIC RAW MATERIALS,6,8
PARAGUAY,PRY,I7 - RESIDUL CHEMICL AND ALLED PROD,7,6
PARAGUAY,PRY,"K5 - HUMAN HAIR, PRODUCTS THEREO",8,5
PARAGUAY,PRY,N6 - INDL. MACHNRY FOR DAIRY ETC,9,5
PARAGUAY,PRY,"H5 - BULK DRUGS, DRUG INTERMEDIATES",10,4
PERU,PER,P7 - COTTON YARN,1,178
PERU,PER,O5 - MOTOR VEHICLE/CARS,2,113
PERU,PER,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,95
PERU,PER,L3 - IRON AND STEEL,4,65
PERU,PER,O8 - TWO AND THREE WHEELERS,5,38
PERU,PER,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6,31
PERU,PER,I8 - AUTO TYRES AND TUBES,7,19
PERU,PER,M3 - AUTO COMPONENTS/PARTS,8,19
PERU,PER,"P8 - COTTON FABRICS, MADEUPS ETC.",9,17
PERU,PER,H7 - DYES,10,17
PHILIPPINES,PHL,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,277
PHILIPPINES,PHL,L3 - IRON AND STEEL,2,206
PHILIPPINES,PHL,O8 - TWO AND THREE WHEELERS,3,127
PHILIPPINES,PHL,D7 - BUFFALO MEAT,4,118
PHILIPPINES,PHL,A5 - WHEAT,5,105
PHILIPPINES,PHL,I8 - AUTO TYRES AND TUBES,6,68
PHILIPPINES,PHL,O5 - MOTOR VEHICLE/CARS,7,64
PHILIPPINES,PHL,M3 - AUTO COMPONENTS/PARTS,8,60
PHILIPPINES,PHL,B6 - GROUNDNUT,9,54
PHILIPPINES,PHL,N6 - INDL. MACHNRY FOR DAIRY ETC,10,41
POLAND,POL,N4 - ELECTRIC MACHINERY AND EQUIPME,1,510
POLAND,POL,L3 - IRON AND STEEL,2,415
POLAND,POL,Q6 - RMG COTTON INCL ACCESSORIES,3,123
POLAND,POL,L4 - PRODUCTS OF IRON AND STEEL,4,92
POLAND,POL,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,66
POLAND,POL,N6 - INDL. MACHNRY FOR DAIRY ETC,6,61
POLAND,POL,"F3 - GRANIT, NATRL STONE AND PRODCT",7,60
POLAND,POL,R1 - RMG OF OTHR TEXTLE MATRL,8,54
POLAND,POL,G2 - FOOTWEAR OF LEATHER,9,52
POLAND,POL,J5 - CERAMICS AND ALLIED PRODUCTS,10,52
PORTUGAL,PRT,P7 - COTTON YARN,1,232
PORTUGAL,PRT,L3 - IRON AND STEEL,2,155
PORTUGAL,PRT,I3 - ORGANIC CHEMICALS,3,89
PORTUGAL,PRT,"O7 - SHIP, BOAT AND FLOATING STRUCT",4,65
PORTUGAL,PRT,"Q3 - MANMADE YARN,FABRICS,MADEUPS",5,60
PORTUGAL,PRT,K8 - PLASTIC RAW MATERIALS,6,56
PORTUGAL,PRT,E7 - MARINE PRODUCTS,7,54
PORTUGAL,PRT,G3 - LEATHER FOOTWEAR COMPONENT,8,36
PORTUGAL,PRT,I8 - AUTO TYRES AND TUBES,9,33
PORTUGAL,PRT,N6 - INDL. MACHNRY FOR DAIRY ETC,10,26
PUERTO RICO,PRI,I7 - RESIDUL CHEMICL AND ALLED PROD,1,122
PUERTO RICO,PRI,L4 - PRODUCTS OF IRON AND STEEL,2,19
PUERTO RICO,PRI,O5 - MOTOR VEHICLE/CARS,3,12
PUERTO RICO,PRI,"H5 - BULK DRUGS, DRUG INTERMEDIATES",4,11
PUERTO RICO,PRI,I3 - ORGANIC CHEMICALS,5,11
PUERTO RICO,PRI,K7 - PACKAGING MATERIALS,6,7
PUERTO RICO,PRI,A4 - RICE(OTHER THAN BASMOTI),7,7
PUERTO RICO,PRI,E7 - MARINE PRODUCTS,8,7
PUERTO RICO,PRI,M8 - MEDICAL AND SCIENTIFIC INSTRUM,9,4
PUERTO RICO,PRI,I8 - AUTO TYRES AND TUBES,10,3
QATAR,QAT,S6 - PETROLEUM PRODUCTS,1,148
QATAR,QAT,L4 - PRODUCTS OF IRON AND STEEL,2,126
QATAR,QAT,I3 - ORGANIC CHEMICALS,3,109
QATAR,QAT,G9 - GOLD AND OTH PRECS METL JWLERY,4,97
QATAR,QAT,L3 - IRON AND STEEL,5,94
QATAR,QAT,L6 - COPPER AND PRDCTS MADE OF COPR,6,90
QATAR,QAT,O5 - MOTOR VEHICLE/CARS,7,72
QATAR,QAT,A3 - RICE -BASMOTI,8,57
QATAR,QAT,A4 - RICE(OTHER THAN BASMOTI),9,37
QATAR,QAT,J5 - CERAMICS AND ALLIED PRODUCTS,10,36
REUNION,REU,E7 - MARINE PRODUCTS,1,16
REUNION,REU,A3 - RICE -BASMOTI,2,10
REUNION,REU,L4 - PRODUCTS OF IRON AND STEEL,3,4
REUNION,REU,B9 - OIL MEALS,4,2
REUNION,REU,L3 - IRON AND STEEL,5,2
REUNION,REU,C8 - FRESH VEGETABLES,6,2
REUNION,REU,Q6 - RMG COTTON INCL ACCESSORIES,7,1
REUNION,REU,K1 - PLYWOOD AND ALLIED PRODUCTS,8,1
REUNION,REU,"F3 - GRANIT, NATRL STONE AND PRODCT",9,1
REUNION,REU,I8 - AUTO TYRES AND TUBES,10,1
ROMANIA,ROU,L3 - IRON AND STEEL,1,117
ROMANIA,ROU,N4 - ELECTRIC MACHINERY AND EQUIPME,2,43
ROMANIA,ROU,M3 - AUTO COMPONENTS/PARTS,3,39
ROMANIA,ROU,J5 - CERAMICS AND ALLIED PRODUCTS,4,24
ROMANIA,ROU,"F1 - COAL,COKE AND BRIQUITTES ETC",5,23
ROMANIA,ROU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6,20
ROMANIA,ROU,L4 - PRODUCTS OF IRON AND STEEL,7,20
ROMANIA,ROU,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",8,17
ROMANIA,ROU,I8 - AUTO TYRES AND TUBES,9,15
ROMANIA,ROU,N6 - INDL. MACHNRY FOR DAIRY ETC,10,13
RUSSIA,RUS,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,447
RUSSIA,RUS,P4 - TELECOM INSTRUMENTS,2,392
RUSSIA,RUS,L3 - IRON AND STEEL,3,239
RUSSIA,RUS,E7 - MARINE PRODUCTS,4,121
RUSSIA,RUS,M3 - AUTO COMPONENTS/PARTS,5,106
RUSSIA,RUS,"H5 - BULK DRUGS, DRUG INTERMEDIATES",6,104
RUSSIA,RUS,I7 - RESIDUL CHEMICL AND ALLED PROD,7,92
RUSSIA,RUS,N9 - OTHER CONSTRUCTION MACHINERY,8,76
RUSSIA,RUS,A1 - TEA,9,75
RUSSIA,RUS,N6 - INDL. MACHNRY FOR DAIRY ETC,10,65
RWANDA,RWA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,29
RWANDA,RWA,H9 - AGRO CHEMICALS,2,7
RWANDA,RWA,Q8 - RMG MANMADE FIBRES,3,7
RWANDA,RWA,E6 - ALCOHOLIC BEVERAGES,4,6
RWANDA,RWA,O8 - TWO AND THREE WHEELERS,5,6
RWANDA,RWA,J6 - GLASS AND GLASSWARE,6,4
RWANDA,RWA,N6 - INDL. MACHNRY FOR DAIRY ETC,7,4
RWANDA,RWA,"J9 - PAPER, PAPER BOARD AND PRODUCT",8,4
RWANDA,RWA,C4 - SUGAR,9,3
RWANDA,RWA,Q6 - RMG COTTON INCL ACCESSORIES,10,3
SAMOA,WSM,D5 - MISC PROCESSED ITEMS,1,0
SAMOA,WSM,O5 - MOTOR VEHICLE/CARS,2,0
SAMOA,WSM,L2 - OTHER PLASTIC ITEMS,3,0
SAMOA,WSM,D2 - CEREAL PREPARATIONS,4,0
SAMOA,WSM,C4 - SUGAR,5,0
SAMOA,WSM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",6,0
SAMOA,WSM,J5 - CERAMICS AND ALLIED PRODUCTS,7,0
SAMOA,WSM,I1 - SURGICALS,8,0
SAMOA,WSM,"K9 - PLASTC SHT, FILM, PLTS ETC",9,0
SAMOA,WSM,"N8 - NUCLER REACTR, INDL BOILR, PRT",10,0
SAN MARINO,SMR,I7 - RESIDUL CHEMICL AND ALLED PROD,1,0
SAN MARINO,SMR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,0
SAN MARINO,SMR,"G5 - PEARL, PRECS, SEMIPRECS STONES",3,0
SAN MARINO,SMR,O1 - OTHER MISC. ENGINEERING ITEMS,4,0
SAN MARINO,SMR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),5,0
SAN MARINO,SMR,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,6,0
SAN MARINO,SMR,L2 - OTHER PLASTIC ITEMS,7,0
SAN MARINO,SMR,"K9 - PLASTC SHT, FILM, PLTS ETC",8,0
SAN MARINO,SMR,F9 - LEATHER GOODS,9,0
SAN MARINO,SMR,L4 - PRODUCTS OF IRON AND STEEL,10,0
SAO TOME AND PRINCIPE,STP,A4 - RICE(OTHER THAN BASMOTI),1,0
SAO TOME AND PRINCIPE,STP,L3 - IRON AND STEEL,2,0
SAO TOME AND PRINCIPE,STP,"P8 - COTTON FABRICS, MADEUPS ETC.",3,0
SAO TOME AND PRINCIPE,STP,K7 - PACKAGING MATERIALS,4,0
SAO TOME AND PRINCIPE,STP,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,0
SAO TOME AND PRINCIPE,STP,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,6,0
SAO TOME AND PRINCIPE,STP,99 - OTHER COMMODITIES,7,0
SAO TOME AND PRINCIPE,STP,I1 - SURGICALS,8,0
SAO TOME AND PRINCIPE,STP,"N1 - AC, REFRIGERATION MACHNRY ETC",9,0
SAO TOME AND PRINCIPE,STP,D2 - CEREAL PREPARATIONS,10,0
SAUDI ARABIA,SAU,S6 - PETROLEUM PRODUCTS,1,2323
SAUDI ARABIA,SAU,I3 - ORGANIC CHEMICALS,2,915
SAUDI ARABIA,SAU,A3 - RICE -BASMOTI,3,547
SAUDI ARABIA,SAU,O5 - MOTOR VEHICLE/CARS,4,499
SAUDI ARABIA,SAU,L3 - IRON AND STEEL,5,241
SAUDI ARABIA,SAU,C4 - SUGAR,6,225
SAUDI ARABIA,SAU,L4 - PRODUCTS OF IRON AND STEEL,7,184
SAUDI ARABIA,SAU,"J9 - PAPER, PAPER BOARD AND PRODUCT",8,163
SAUDI ARABIA,SAU,Q6 - RMG COTTON INCL ACCESSORIES,9,163
SAUDI ARABIA,SAU,D7 - BUFFALO MEAT,10,144
SENEGAL,SEN,A4 - RICE(OTHER THAN BASMOTI),1,268
SENEGAL,SEN,"P8 - COTTON FABRICS, MADEUPS ETC.",2,144
SENEGAL,SEN,S6 - PETROLEUM PRODUCTS,3,59
SENEGAL,SEN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,30
SENEGAL,SEN,D7 - BUFFALO MEAT,5,28
SENEGAL,SEN,O5 - MOTOR VEHICLE/CARS,6,23
SENEGAL,SEN,L4 - PRODUCTS OF IRON AND STEEL,7,22
SENEGAL,SEN,Q6 - RMG COTTON INCL ACCESSORIES,8,20
SENEGAL,SEN,C4 - SUGAR,9,19
SENEGAL,SEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",10,19
SERBIA,SRB,N6 - INDL. MACHNRY FOR DAIRY ETC,1,9
SERBIA,SRB,I7 - RESIDUL CHEMICL AND ALLED PROD,2,8
SERBIA,SRB,"H5 - BULK DRUGS, DRUG INTERMEDIATES",3,7
SERBIA,SRB,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,5
SERBIA,SRB,N4 - ELECTRIC MACHINERY AND EQUIPME,5,5
SERBIA,SRB,I3 - ORGANIC CHEMICALS,6,5
SERBIA,SRB,K8 - PLASTIC RAW MATERIALS,7,3
SERBIA,SRB,O1 - OTHER MISC. ENGINEERING ITEMS,8,3
SERBIA,SRB,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,9,2
SERBIA,SRB,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",10,2
SEYCHELLES,SYC,A3 - RICE -BASMOTI,1,4
SEYCHELLES,SYC,O5 - MOTOR VEHICLE/CARS,2,3
SEYCHELLES,SYC,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,3
SEYCHELLES,SYC,L4 - PRODUCTS OF IRON AND STEEL,4,3
SEYCHELLES,SYC,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,5,1
SEYCHELLES,SYC,N4 - ELECTRIC MACHINERY AND EQUIPME,6,1
SEYCHELLES,SYC,L3 - IRON AND STEEL,7,1
SEYCHELLES,SYC,J5 - CERAMICS AND ALLIED PRODUCTS,8,1
SEYCHELLES,SYC,E7 - MARINE PRODUCTS,9,1
SEYCHELLES,SYC,F2 - BULK MINERALS AND ORES,10,1
SIERRA LEONE,SLE,A4 - RICE(OTHER THAN BASMOTI),1,44
SIERRA LEONE,SLE,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,25
SIERRA LEONE,SLE,O8 - TWO AND THREE WHEELERS,3,18
SIERRA LEONE,SLE,J5 - CERAMICS AND ALLIED PRODUCTS,4,7
SIERRA LEONE,SLE,K7 - PACKAGING MATERIALS,5,6
SIERRA LEONE,SLE,N4 - ELECTRIC MACHINERY AND EQUIPME,6,6
SIERRA LEONE,SLE,"J9 - PAPER, PAPER BOARD AND PRODUCT",7,5
SIERRA LEONE,SLE,O5 - MOTOR VEHICLE/CARS,8,5
SIERRA LEONE,SLE,N9 - OTHER CONSTRUCTION MACHINERY,9,4
SIERRA LEONE,SLE,"K9 - PLASTC SHT, FILM, PLTS ETC",10,4
SINGAPORE,SGP,S6 - PETROLEUM PRODUCTS,1,5615
SINGAPORE,SGP,"O7 - SHIP, BOAT AND FLOATING STRUCT",2,674
SINGAPORE,SGP,G9 - GOLD AND OTH PRECS METL JWLERY,3,520
SINGAPORE,SGP,N4 - ELECTRIC MACHINERY AND EQUIPME,4,392
SINGAPORE,SGP,N6 - INDL. MACHNRY FOR DAIRY ETC,5,306
SINGAPORE,SGP,L3 - IRON AND STEEL,6,281
SINGAPORE,SGP,I3 - ORGANIC CHEMICALS,7,212
SINGAPORE,SGP,I7 - RESIDUL CHEMICL AND ALLED PROD,8,131
SINGAPORE,SGP,P3 - ELECTRONICS INSTRUMENTS,9,131
SINGAPORE,SGP,M1 - ZINC AND PRODUCTS MADE OF ZINC,10,118
SLOVAKIA,SVK,N4 - ELECTRIC MACHINERY AND EQUIPME,1,20
SLOVAKIA,SVK,I8 - AUTO TYRES AND TUBES,2,18
SLOVAKIA,SVK,M3 - AUTO COMPONENTS/PARTS,3,17
SLOVAKIA,SVK,G3 - LEATHER FOOTWEAR COMPONENT,4,15
SLOVAKIA,SVK,O1 - OTHER MISC. ENGINEERING ITEMS,5,11
SLOVAKIA,SVK,Q6 - RMG COTTON INCL ACCESSORIES,6,9
SLOVAKIA,SVK,N5 - IC ENGINES AND PARTS,7,6
SLOVAKIA,SVK,I2 - INORGANIC CHEMICALS,8,5
SLOVAKIA,SVK,I7 - RESIDUL CHEMICL AND ALLED PROD,9,4
SLOVAKIA,SVK,K6 - MOULDED AND EXTRUDED GOODS,10,4
SLOVENIA,SVN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,64
SLOVENIA,SVN,I7 - RESIDUL CHEMICL AND ALLED PROD,2,59
SLOVENIA,SVN,M3 - AUTO COMPONENTS/PARTS,3,28
SLOVENIA,SVN,N4 - ELECTRIC MACHINERY AND EQUIPME,4,28
SLOVENIA,SVN,I3 - ORGANIC CHEMICALS,5,23
SLOVENIA,SVN,L3 - IRON AND STEEL,6,23
SLOVENIA,SVN,Q6 - RMG COTTON INCL ACCESSORIES,7,17
SLOVENIA,SVN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",8,15
SLOVENIA,SVN,K8 - PLASTIC RAW MATERIALS,9,11
SLOVENIA,SVN,N6 - INDL. MACHNRY FOR DAIRY ETC,10,10
SOLOMON ISLANDS,SLB,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,1
SOLOMON ISLANDS,SLB,C4 - SUGAR,2,0
SOLOMON ISLANDS,SLB,F2 - BULK MINERALS AND ORES,3,0
SOLOMON ISLANDS,SLB,O5 - MOTOR VEHICLE/CARS,4,0
SOLOMON ISLANDS,SLB,D2 - CEREAL PREPARATIONS,5,0
SOLOMON ISLANDS,SLB,N6 - INDL. MACHNRY FOR DAIRY ETC,6,0
SOLOMON ISLANDS,SLB,B1 - SPICES,7,0
SOLOMON ISLANDS,SLB,K7 - PACKAGING MATERIALS,8,0
SOLOMON ISLANDS,SLB,C8 - FRESH VEGETABLES,9,0
SOLOMON ISLANDS,SLB,D5 - MISC PROCESSED ITEMS,10,0
SOMALIA,SOM,C4 - SUGAR,1,257
SOMALIA,SOM,A4 - RICE(OTHER THAN BASMOTI),2,135
SOMALIA,SOM,O5 - MOTOR VEHICLE/CARS,3,45
SOMALIA,SOM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,25
SOMALIA,SOM,D4 - MILLED PRODUCTS,5,22
SOMALIA,SOM,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,6,22
SOMALIA,SOM,J5 - CERAMICS AND ALLIED PRODUCTS,7,15
SOMALIA,SOM,D5 - MISC PROCESSED ITEMS,8,10
SOMALIA,SOM,M3 - AUTO COMPONENTS/PARTS,9,9
SOMALIA,SOM,I8 - AUTO TYRES AND TUBES,10,8
SOUTH AFRICA,ZAF,S6 - PETROLEUM PRODUCTS,1,1260
SOUTH AFRICA,ZAF,O5 - MOTOR VEHICLE/CARS,2,1075
SOUTH AFRICA,ZAF,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,494
SOUTH AFRICA,ZAF,"O7 - SHIP, BOAT AND FLOATING STRUCT",4,260
SOUTH AFRICA,ZAF,L3 - IRON AND STEEL,5,254
SOUTH AFRICA,ZAF,P4 - TELECOM INSTRUMENTS,6,141
SOUTH AFRICA,ZAF,N6 - INDL. MACHNRY FOR DAIRY ETC,7,121
SOUTH AFRICA,ZAF,"G5 - PEARL, PRECS, SEMIPRECS STONES",8,120
SOUTH AFRICA,ZAF,M3 - AUTO COMPONENTS/PARTS,9,75
SOUTH AFRICA,ZAF,N9 - OTHER CONSTRUCTION MACHINERY,10,65
SOUTH SUDAN,SSD,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,7
SOUTH SUDAN,SSD,O5 - MOTOR VEHICLE/CARS,2,3
SOUTH SUDAN,SSD,D2 - CEREAL PREPARATIONS,3,2
SOUTH SUDAN,SSD,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,4,2
SOUTH SUDAN,SSD,D1 - PROCESSED FRUITS AND JUICES,5,1
SOUTH SUDAN,SSD,"J9 - PAPER, PAPER BOARD AND PRODUCT",6,1
SOUTH SUDAN,SSD,"P8 - COTTON FABRICS, MADEUPS ETC.",7,1
SOUTH SUDAN,SSD,E6 - ALCOHOLIC BEVERAGES,8,1
SOUTH SUDAN,SSD,99 - OTHER COMMODITIES,9,1
SOUTH SUDAN,SSD,O3 - PUMPS OF ALL TYPES,10,1
SPAIN,ESP,L3 - IRON AND STEEL,1,495
SPAIN,ESP,I3 - ORGANIC CHEMICALS,2,303
SPAIN,ESP,Q6 - RMG COTTON INCL ACCESSORIES,3,286
SPAIN,ESP,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4,224
SPAIN,ESP,E7 - MARINE PRODUCTS,5,189
SPAIN,ESP,I7 - RESIDUL CHEMICL AND ALLED PROD,6,151
SPAIN,ESP,L4 - PRODUCTS OF IRON AND STEEL,7,144
SPAIN,ESP,S6 - PETROLEUM PRODUCTS,8,134
SPAIN,ESP,M3 - AUTO COMPONENTS/PARTS,9,131
SPAIN,ESP,"Q3 - MANMADE YARN,FABRICS,MADEUPS",10,122
SRI LANKA,LKA,S6 - PETROLEUM PRODUCTS,1,1005
SRI LANKA,LKA,"O7 - SHIP, BOAT AND FLOATING STRUCT",2,481
SRI LANKA,LKA,L3 - IRON AND STEEL,3,381
SRI LANKA,LKA,"P8 - COTTON FABRICS, MADEUPS ETC.",4,324
SRI LANKA,LKA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,188
SRI LANKA,LKA,A5 - WHEAT,6,161
SRI LANKA,LKA,C4 - SUGAR,7,157
SRI LANKA,LKA,"P9 - OTH TXTL YRN, FBRIC MDUP ARTCL",8,156
SRI LANKA,LKA,A4 - RICE(OTHER THAN BASMOTI),9,147
SRI LANKA,LKA,N6 - INDL. MACHNRY FOR DAIRY ETC,10,145
ST KITTS AND NEVIS,KNA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,1
ST KITTS AND NEVIS,KNA,O5 - MOTOR VEHICLE/CARS,2,1
ST KITTS AND NEVIS,KNA,Q8 - RMG MANMADE FIBRES,3,0
ST KITTS AND NEVIS,KNA,Q6 - RMG COTTON INCL ACCESSORIES,4,0
ST KITTS AND NEVIS,KNA,99 - OTHER COMMODITIES,5,0
ST KITTS AND NEVIS,KNA,H1 - SPORTS GOODS,6,0
ST KITTS AND NEVIS,KNA,R1 - RMG OF OTHR TEXTLE MATRL,7,0
ST KITTS AND NEVIS,KNA,M8 - MEDICAL AND SCIENTIFIC INSTRUM,8,0
ST KITTS AND NEVIS,KNA,N6 - INDL. MACHNRY FOR DAIRY ETC,9,0
ST KITTS AND NEVIS,KNA,E6 - ALCOHOLIC BEVERAGES,10,0
ST LUCIA,LCA,L3 - IRON AND STEEL,1,1
ST LUCIA,LCA,O5 - MOTOR VEHICLE/CARS,2,1
ST LUCIA,LCA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,1
ST LUCIA,LCA,K7 - PACKAGING MATERIALS,4,0
ST LUCIA,LCA,N9 - OTHER CONSTRUCTION MACHINERY,5,0
ST LUCIA,LCA,O1 - OTHER MISC. ENGINEERING ITEMS,6,0
ST LUCIA,LCA,L4 - PRODUCTS OF IRON AND STEEL,7,0
ST LUCIA,LCA,P3 - ELECTRONICS INSTRUMENTS,8,0
ST LUCIA,LCA,H4 - AYUSH AND HERBAL PRODUCTS,9,0
ST LUCIA,LCA,N6 - INDL. MACHNRY FOR DAIRY ETC,10,0
ST VINCENT AND GRENADINES,VCT,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,0
ST VINCENT AND GRENADINES,VCT,O5 - MOTOR VEHICLE/CARS,2,0
ST VINCENT AND GRENADINES,VCT,"J9 - PAPER, PAPER BOARD AND PRODUCT",3,0
ST VINCENT AND GRENADINES,VCT,99 - OTHER COMMODITIES,4,0
ST VINCENT AND GRENADINES,VCT,N9 - OTHER CONSTRUCTION MACHINERY,5,0
ST VINCENT AND GRENADINES,VCT,H4 - AYUSH AND HERBAL PRODUCTS,6,0
ST VINCENT AND GRENADINES,VCT,R1 - RMG OF OTHR TEXTLE MATRL,7,0
ST VINCENT AND GRENADINES,VCT,L2 - OTHER PLASTIC ITEMS,8,0
ST VINCENT AND GRENADINES,VCT,O1 - OTHER MISC. ENGINEERING ITEMS,9,0
ST VINCENT AND GRENADINES,VCT,"J7 - BOOKS, PUBLICATIONS AND PRNTNG",10,0
SUDAN,SDN,C4 - SUGAR,1,530
SUDAN,SDN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,59
SUDAN,SDN,"P8 - COTTON FABRICS, MADEUPS ETC.",3,52
SUDAN,SDN,N6 - INDL. MACHNRY FOR DAIRY ETC,4,33
SUDAN,SDN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",5,21
SUDAN,SDN,O5 - MOTOR VEHICLE/CARS,6,21
SUDAN,SDN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",7,15
SUDAN,SDN,M3 - AUTO COMPONENTS/PARTS,8,14
SUDAN,SDN,Q6 - RMG COTTON INCL ACCESSORIES,9,14
SUDAN,SDN,H9 - AGRO CHEMICALS,10,14
SURINAME,SUR,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",1,2
SURINAME,SUR,A9 - TOBACCO MANUFACTURED,2,2
SURINAME,SUR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,1
SURINAME,SUR,I5 - COSMETICS AND TOILETRIES,4,1
SURINAME,SUR,"O4 - AIRCRAFT, SPACECRAFT AND PARTS",5,1
SURINAME,SUR,N9 - OTHER CONSTRUCTION MACHINERY,6,1
SURINAME,SUR,N4 - ELECTRIC MACHINERY AND EQUIPME,7,1
SURINAME,SUR,N6 - INDL. MACHNRY FOR DAIRY ETC,8,1
SURINAME,SUR,D1 - PROCESSED FRUITS AND JUICES,9,1
SURINAME,SUR,I4 - OTHER MISCELLAENIOUS CHEMICALS,10,1
ESWATINI,SWZ,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,16
ESWATINI,SWZ,N6 - INDL. MACHNRY FOR DAIRY ETC,2,2
ESWATINI,SWZ,"H5 - BULK DRUGS, DRUG INTERMEDIATES",3,1
ESWATINI,SWZ,"G5 - PEARL, PRECS, SEMIPRECS STONES",4,1
ESWATINI,SWZ,I7 - RESIDUL CHEMICL AND ALLED PROD,5,1
ESWATINI,SWZ,I3 - ORGANIC CHEMICALS,6,1
ESWATINI,SWZ,99 - OTHER COMMODITIES,7,0
ESWATINI,SWZ,I8 - AUTO TYRES AND TUBES,8,0
ESWATINI,SWZ,M8 - MEDICAL AND SCIENTIFIC INSTRUM,9,0
ESWATINI,SWZ,I5 - COSMETICS AND TOILETRIES,10,0
SWEDEN,SWE,Q6 - RMG COTTON INCL ACCESSORIES,1,77
SWEDEN,SWE,M3 - AUTO COMPONENTS/PARTS,2,57
SWEDEN,SWE,L4 - PRODUCTS OF IRON AND STEEL,3,47
SWEDEN,SWE,"P8 - COTTON FABRICS, MADEUPS ETC.",4,47
SWEDEN,SWE,S2 - CARPET(EXCL. SILK) HANDMADE,5,44
SWEDEN,SWE,N4 - ELECTRIC MACHINERY AND EQUIPME,6,44
SWEDEN,SWE,O1 - OTHER MISC. ENGINEERING ITEMS,7,31
SWEDEN,SWE,Q8 - RMG MANMADE FIBRES,8,27
SWEDEN,SWE,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",9,25
SWEDEN,SWE,L3 - IRON AND STEEL,10,24
SWITZERLAND,CHE,I7 - RESIDUL CHEMICL AND ALLED PROD,1,238
SWITZERLAND,CHE,L3 - IRON AND STEEL,2,211
SWITZERLAND,CHE,I3 - ORGANIC CHEMICALS,3,171
SWITZERLAND,CHE,"G5 - PEARL, PRECS, SEMIPRECS STONES",4,121
SWITZERLAND,CHE,"H5 - BULK DRUGS, DRUG INTERMEDIATES",5,83
SWITZERLAND,CHE,I4 - OTHER MISCELLAENIOUS CHEMICALS,6,53
SWITZERLAND,CHE,O1 - OTHER MISC. ENGINEERING ITEMS,7,35
SWITZERLAND,CHE,G9 - GOLD AND OTH PRECS METL JWLERY,8,21
SWITZERLAND,CHE,"O4 - AIRCRAFT, SPACECRAFT AND PARTS",9,20
SWITZERLAND,CHE,H7 - DYES,10,20
